27,14
27,15
26,15
26,16
25,16
24,17
28,13
29,12
25,17
25,15
25,18
25,19
24,18
24,14
27,17
23,13
22,12
24,16
23,18
22,18
26,18
27,18
23,17
24,15
24,13
23,14
23,19
23,16
23,20
23,21
23,15
22,17
25,14
21,18
20,19
23,12
27,16
28,17
22,20
21,21
24,20
21,20
25,20
26,20
21,19
22,21
24,21
20,21
19,21
22,19
23,22
22,23
24,22
24,23
24,19
